smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,604816828.032,44048.876111,604816828.032,604847975.291,604785680.773,604788795.499,604844860.566,2.0,1940303486.64,0.00034346983386,1.21719856843e-13,0.111112156236,0.0556451612903,61,0.0555519897304
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,601802718.159,929146.565756,601802718.159,602459723.996,601145712.321,601211412.905,602394023.412,2.0,863313340657.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,121,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,568859331.684,131322.304082,568859331.684,568952190.576,568766472.793,568775758.682,568942904.687,2.0,17245547549.4,0.00137380664495,1.21719856843e-13,0.11110627741,0.111290322581,213,0.111103979461
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,568271478.499,230018.924685,568271478.499,568434126.441,568108830.558,568125095.352,568417861.646,2.0,52908705713.1,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,142,0.111103979461
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,566434927.705,228607.498357,566434927.705,566596577.618,566273277.793,566289442.784,566580412.627,2.0,52261388304.9,0.000343471651123,1.21719856843e-13,0.111112744118,0.0556451612903,71,0.0555519897304
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,562898874.67,2011652.40251,562898874.67,564321327.725,561476421.614,561618666.92,564179082.419,2.0,4046745388520.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,131,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,531625958.861,1012032.29477,531625958.861,532341573.76,530910343.963,530981905.453,532270012.27,2.0,1024209365660.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,223,0.111103979461
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,529500244.681,657037.084984,529500244.681,529964840.059,529035649.303,529082108.841,529918380.521,2.0,431697731044.0,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,152,0.111103979461
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,528156350.919,33919.6613357,528156350.919,528180335.742,528132366.097,528134764.579,528177937.259,2.0,1150543425.13,0.000343471651123,1.21719856843e-13,0.111112744118,0.0556451612903,81,0.0555519897304
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,527910263.989,1218698.68147,527910263.989,528772014.091,527048513.887,527134688.898,528685839.081,2.0,1485226476220.0,0.000686866977231,1.21719856843e-13,0.0555501992922,0.111290322581,202,0.111103979461
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,526606454.648,551803.290763,526606454.648,526996638.497,526216270.799,526255289.184,526957620.112,2.0,304486871697.0,0.00137380664495,1.21719856843e-13,0.11110627741,0.111290322581,212,0.111103979461
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,524493657.409,377853.033102,524493657.409,524760839.851,524226474.967,524253193.211,524734121.607,2.0,142772914625.0,0.000686939667721,1.21719856843e-13,0.111112156236,0.0556451612903,141,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,491134045.351,592577.047768,491134045.351,491553060.6,490715030.103,490756931.627,491511159.075,2.0,351147557542.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,233,0.111103979461
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,491053337.976,596990.627081,491053337.976,491475474.097,490631201.856,490673415.468,491433260.485,2.0,356397808823.0,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,162,0.111103979461
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,489351304.501,214049.09599,489351304.501,489502660.068,489199948.934,489215084.49,489487524.511,2.0,45817015494.0,0.00017173491693,1.21719856843e-13,0.0555560781178,0.0556451612903,91,0.0555519897304
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,487355638.855,880296.51274,487355638.855,487978102.489,486733175.222,486795421.585,487915856.126,2.0,774921950342.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,222,0.111103979461
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,485613496.278,772041.06749,485613496.278,486159411.752,485067580.803,485122172.351,486104820.204,2.0,596047409892.0,0.000686939667721,1.21719856843e-13,0.111112156236,0.0556451612903,151,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,476001378.557,1249621.21824,476001378.557,476884994.194,475117762.92,475206124.483,476796632.63,2.0,1561553189070.0,0.000686903322476,1.21719856843e-13,0.11110627741,0.0556451612903,211,0.111103979461
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,458807937.805,586072.28257,458807937.805,459222353.49,458393522.119,458434963.688,459180911.921,2.0,343480720396.0,0.00136424547336,1.21719856843e-13,0.11110627741,0.110483870968,314,0.111136071887
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,455705357.63,979325.384556,455705357.63,456397845.251,455012870.01,455082118.772,456328596.489,2.0,959078208835.0,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,243,0.111103979461
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,451875406.513,324260.949109,451875406.513,452104693.629,451646119.397,451669048.109,452081764.917,2.0,105145163117.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,172,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,450072435.254,1073983.3781,450072435.254,450831856.184,449313014.325,449388956.418,450755914.091,2.0,1153440296430.0,0.000343433488615,1.21719856843e-13,0.0555501992922,0.0556451612903,201,0.111103979461
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,447758100.031,636773.349475,447758100.031,448208366.784,447307833.277,447352859.953,448163340.109,2.0,405480298602.0,0.000686939667721,1.21719856843e-13,0.111112156236,0.0556451612903,161,0.111103979461
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,446685599.818,344438.876758,446685599.818,446929154.883,446442044.752,446466400.259,446904799.377,2.0,118638139823.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,232,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,436277173.197,900237.005247,436277173.197,436913736.888,435640609.506,435704265.875,436850080.519,2.0,810426665617.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,221,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,417675161.436,1021291.86575,417675161.436,418397323.839,416952999.032,417025215.272,418325107.599,2.0,1043037075050.0,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,253,0.111103979461
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,415237573.41,1056240.42022,415237573.41,415984448.174,414490698.646,414565386.123,415909760.697,2.0,1115643825300.0,0.000687065379015,1.21719856843e-13,0.0555501992922,0.111290322581,303,0.111136071887
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,414403756.488,163985.007493,414403756.488,414519711.399,414287801.577,414299397.068,414508115.908,2.0,26891082682.6,0.00137420346952,1.21719856843e-13,0.11110627741,0.111290322581,313,0.111136071887
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,412931784.224,937561.225684,412931784.224,413594740.124,412268828.323,412335123.913,413528444.534,2.0,879021051906.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,182,0.111103979461
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,411113793.94,1674002.81698,411113793.94,412297492.684,409930095.197,410048465.071,412179122.809,2.0,2802285431270.0,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,242,0.111103979461
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,408381723.878,397142.791624,408381723.878,408662546.239,408100901.517,408128983.753,408634464.003,2.0,157722396939.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,171,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,397786793.115,1732735.34569,397786793.115,399012022.028,396561564.202,396684087.094,398889499.137,2.0,3002371778220.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,231,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,375973045.547,111062.356204,375973045.547,376051578.492,375894512.602,375902365.896,376043725.197,2.0,12334846965.6,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,263,0.111103979461
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,374903549.91,1001627.25925,374903549.91,375611807.337,374195292.482,374266118.225,375540981.594,2.0,1003257166460.0,0.000686939667721,1.21719856843e-13,0.0555560781178,0.111290322581,192,0.111103979461
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,374562965.745,1103343.59324,374562965.745,375343147.482,373782784.008,373860802.182,375265129.308,2.0,1217367084750.0,0.00137428345215,1.21719856843e-13,0.111112744118,0.111290322581,323,0.111136071887
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,371905079.282,334336.088588,371905079.282,372141490.598,371668667.967,371692309.098,372117849.466,2.0,111780620132.0,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,252,0.111103979461
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,369312415.498,1372799.91652,369312415.498,370283131.628,368341699.368,368438770.981,370186060.015,2.0,1884579610810.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,181,0.111103979461
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,362049821.209,318877.54733,362049821.209,362275301.685,361824340.733,361846888.781,362252753.638,2.0,101682890191.0,0.00137420346952,1.21719856843e-13,0.11110627741,0.111290322581,312,0.111136071887
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,360538468.911,1488121.98472,360538468.911,361590730.057,359486207.764,359591433.879,361485503.943,2.0,2214507041400.0,0.000686939667721,1.21719856843e-13,0.111112156236,0.0556451612903,241,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,338057387.678,1200171.57271,338057387.678,338906037.136,337208738.221,337293603.166,338821172.19,2.0,1440411803930.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,273,0.111103979461
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,336996045.226,2435936.15571,336996045.226,338718512.2,335273578.252,335445824.949,338546265.503,2.0,5933784954670.0,0.000687065379015,1.21719856843e-13,0.0555501992922,0.111290322581,302,0.111136071887
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,333987394.174,891769.017171,333987394.174,334617970.094,333356818.255,333419875.847,334554912.502,2.0,795251979986.0,0.00137387933544,1.21719856843e-13,0.111112156236,0.111290322581,262,0.111103979461
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,329894212.163,268649.768337,329894212.163,330084176.236,329704248.09,329723244.497,330065179.828,2.0,72172698027.4,0.00034346983386,1.21719856843e-13,0.0555560781178,0.0556451612903,191,0.111103979461
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,323347679.785,975444.474416,323347679.785,324037423.187,322657936.382,322726910.723,323968448.847,2.0,951491922670.0,0.00137428345215,1.21719856843e-13,0.111112744118,0.111290322581,322,0.111136071887
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,320132390.065,266326.594726,320132390.065,320320711.407,319944068.724,319962900.858,320301879.272,2.0,70929855058.5,0.000686939667721,1.21719856843e-13,0.111112156236,0.0556451612903,251,0.111103979461
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,303905250.063,1404824.15584,303905250.063,304898610.75,302911889.376,303011225.444,304799274.681,2.0,1973530908820.0,0.000687101734759,1.21719856843e-13,0.11110627741,0.0556451612903,311,0.111136071887
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,300299367.946,352871.597885,300299367.946,300548885.845,300049850.046,300074801.836,300523934.055,2.0,124518364594.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,283,0.111103979461
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,292840324.59,1028084.2145,292840324.59,293567289.909,292113359.27,292186055.802,293494593.378,2.0,1056957152100.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,272,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,281861474.157,1473067.20316,281861474.157,282903089.965,280819858.348,280924019.929,282798928.384,2.0,2169926985030.0,0.000686939667721,1.21719856843e-13,0.111112156236,0.0556451612903,261,0.111103979461
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,264580381.667,3602909.4817,264580381.667,267128023.394,262032739.941,262287504.113,266873259.221,2.0,12980956733300.0,0.000687141726076,1.21719856843e-13,0.111112744118,0.0556451612903,321,0.111136071887
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,262455807.033,2171770.41721,262455807.033,263991480.622,260920133.444,261073700.803,263837913.264,2.0,4716586745060.0,0.000686939667721,1.21719856843e-13,0.0555560781178,0.111290322581,293,0.111103979461
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,256745103.046,971599.330401,256745103.046,257432127.521,256058078.571,256126781.018,257363425.073,2.0,944005258836.0,0.000343532689508,1.21719856843e-13,0.0555501992922,0.0556451612903,301,0.111136071887
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,253503678.263,550872.094752,253503678.263,253893203.657,253114152.87,253153105.409,253854251.118,2.0,303460064776.0,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,282,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,241565174.922,1745015.13078,241565174.922,242799086.954,240331262.889,240454654.093,242675695.751,2.0,3045077806640.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,271,0.111103979461
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,215533977.258,1722819.51368,215533977.258,216752194.619,214315759.897,214437581.633,216630372.883,2.0,2968107076710.0,0.000686939667721,1.21719856843e-13,0.0555560781178,0.111290322581,292,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,202023665.669,1207079.60741,202023665.669,202877199.845,201170131.493,201255484.911,202791846.428,2.0,1457041178620.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.0556451612903,281,0.111103979461
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,161663897.47,2356296.63341,161663897.47,163330050.798,159997744.142,160164359.475,163163435.465,2.0,5552133824640.0,0.00034346983386,1.21719856843e-13,0.0555560781178,0.0556451612903,291,0.111103979461
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143370014551.0,211.108663018,-143370014551.0,-143370014402.0,-143370014701.0,-143370014686.0,-143370014417.0,2.0,44566.8676014,0.000171716744308,1.21719856843e-13,0.0555501992922,0.0556451612903,1,0.0555519897304
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-326043971961.0,872506.97376,-326043971961.0,-326043355006.0,-326044588917.0,-326044527221.0,-326043416701.0,2.0,761268419260.0,0.000686866977231,1.21719856843e-13,0.0555501992922,0.111290322581,102,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508716081436.0,32615.4263047,-508716081436.0,-508716058373.0,-508716104498.0,-508716102192.0,-508716060679.0,2.0,1063766033.04,0.000686866977231,1.21719856843e-13,0.0555501992922,0.111290322581,203,0.111103979461
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-691387127608.0,2385447.9786,-691387127608.0,-691385440841.0,-691388814374.0,-691388645698.0,-691385609518.0,2.0,5690362058590.0,0.000682086644385,1.21719856843e-13,0.0555501992922,0.110483870968,304,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-86061846934900.0,389425.204865,-86061846934900.0,-86061846659500.0,-86061847210200.0,-86061847182700.0,-86061846687000.0,2.0,151651990184.0,0.00034346983386,1.21719856843e-13,0.0555560781178,0.111290322581,92,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-86244521135800.0,77434.700132,-86244521135800.0,-86244521081000.0,-86244521190500.0,-86244521185100.0,-86244521086500.0,2.0,5996132784.54,0.000686939667721,1.21719856843e-13,0.0555560781178,0.111290322581,193,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-86427189719700.0,45694.0577925,-86427189719700.0,-86427189687400.0,-86427189752000.0,-86427189748800.0,-86427189690600.0,2.0,2087946917.54,0.000681961844042,1.21719856843e-13,0.0555560781178,0.110483870968,294,0.111103979461
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-88357947318100.0,733258.352091,-88357947318100.0,-88357946799600.0,-88357947836600.0,-88357947784800.0,-88357946851500.0,2.0,537667810911.0,0.000686943302245,1.21719856843e-13,0.111112744118,0.111290322581,82,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-88540620499700.0,121340.82738,-88540620499700.0,-88540620413900.0,-88540620585500.0,-88540620576900.0,-88540620422500.0,2.0,14723596389.2,0.00137388660449,1.21719856843e-13,0.111112744118,0.111290322581,183,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-88723292791600.0,1220535.26934,-88723292791600.0,-88723291928600.0,-88723293654700.0,-88723293568300.0,-88723292014900.0,2.0,1489706343690.0,0.00136393090446,1.21719856843e-13,0.111112744118,0.110483870968,284,0.111103979461
